CIAP2|CIE9|DESCRIPTOR
U88|580.9|GLOMERULONEFRITIS AGUDA
U88|580.9|NEFRITIS AGUDA
U88|581.9|SINDROME NEFROTICO, NEFROSIS
U88|582.9|GLOMERULONEFRITIS CRONICA
U88|582.9|NEFRITIS CRONICA
U88|583.89|NEFROPATIA POR ANALGESICOS
U90|593.6|PROTEINURIA ORTOSTATICA, POSTURAL
U90|593.6|ALBUMINURIA ORTOSTATICA, POSTURAL
U95|592.0|LITIASIS RENAL, UROLITIASIS
U95|592.0|CALCULO URINARIO
U98|791.0|ALBUMINURIA NE
U98|791.0|PROTEINURIA NE
U98|791.5|GLUCOSURIA NE
U98|791.9|PIURIA NE
U98|791.9|RESULTADO ANORMAL DE ANALISIS DE ORINA NE
U99|403.90|ARTERIOSCLEROSIS RENAL
U99|584.9|INSUFICIENCIA RENAL AGUDA
U99|585.9|INSUFICIENCIA RENAL CRONICA
U99|586|UREMIA
U99|591|HIDRONEFROSIS
U99|593.0|NEFROPTOSIS
U99|593.1|HIPERTROFIA RENAL, RIÑON HIPERTROFICO
U99|593.2|QUISTE RENAL ADQUIRIDO
U99|593.70|REFLUJO VESICOURETERAL
U99|596.3|DIVERTICULO VEJIGA
U99|598.9|OBSTRUCCION CUELLO VESICAL, VEJIGA URINARIA
U99|598.9|ESTENOSIS, ESTRECHAMIENTO URETRA
U99|599.3|CARUNCULA URETRAL
U99|599.9|OTRO PROBLEMA/ENFERMEDAD URINARIA
W03|641.90|HEMORRAGIA VAGINAL DURANTE EL EMBARAZO
W05|643.90|NAUSEAS DEL EMBARAZO
W05|643.90|VOMITO DEL EMBARAZO, HIPEREMESIS GRAVIDICA
W13|66.39|ESTERILIZACION FEMENINA. PLANIFICACION FAMILIAR
W13|66.39|LIGADURA DE TROMPAS
W15|628.9|ESTERILIDAD FEMENINA
W15|628.9|INCAPACIDAD CONCEBIR, INCAPACIDAD QUEDARSE EMBARAZADA
W15|628.9|INFERTILIDAD FEMENINA
W28|646.90|INCAPACIDAD MINUSVALIA POR EL EMBARAZO
W28|648.70|LUMBAGO, LUMBALGIA EN EL EMBARAZO
W29|646.10|EDEMA EN EL EMBARAZO (SIN HIPERTENSION)
W29|646.90|OTRO SIGNO/SINTOMA DEL EMBARAZO
W71|646.60|INFECCION URINARIA, CISTITIS EN EMBARAZO/PARTO/PUERPERIO
W71|647.90|OTRA ENFERMEDAD INFECCIOSA EN EL EMBARAZO
W72|181|CORIOEPITELIOMA
W72|181|NEOPLASIA M EN CONEXION CON EL EMBARAZO
W72|181|CORIOCARCINOMA
W73|219.9|NEOPLASIA BENIGNA PLACENTA
W73|219.9|NEOPLASIA BENIGNA/INESPECIFICA EN CONEXION CON EL EMBARAZO
W73|630|MOLA HIDATIFORME
W75|646.90|LESION/ES QUE COMPLICA/INTERFIERE EL EMBARAZO
W76|653.10|PELVIS ESTRECHADA DE FORMA GENERAL
W76|654.90|ANOMALIA CONGENITA QUE COMPLICA EL EMBARAZO
W78|646.90|EMBARAZO NORMAL DESEADO CONFIRMADO
W79|646.90|EMBARAZO NORMAL NO DESEADO CONFIRMADO
W80|633.90|EMBARAZO ECTOPICO
W81|642.40|TOXEMIA DEL EMBARAZO, PREECLAMPSIA
W81|642.60|ECLAMPSIA
W81|642.90|HIPERTENSION EN EL EMBARAZO
W81|646.10|EDEMA EMBARAZO
W81|646.20|PROTEINURIA EN EL EMBARAZO
W82|637.90|ABORTO COMPLETO
W82|637.90|ABORTO DIFERIDO
W82|637.90|ABORTO ESPONTANEO
W82|637.90|ABORTO INCOMPLETO
W82|637.90|ABORTO REITERADO
W82|640.00|AMENAZA DE ABORTO
W83|637.90|ABORTO INDUCIDO
W83|637.90|ABORTO PROVOCADO
W83|637.90|ABORTO PROVOCADO Y COMPLICACION
W84|641.00|EMBARAZO DE ALTO RIESGO, PLACENTA PREVIA
W84|644.00|EMBARAZO DE ALTO RIESGO, AMENAZA DE PARTO PREMATURO
W84|646.90|EMBARAZO DE ALTO RIESGO, CESAREA PREVIA
W84|646.90|EMBARAZO DE ALTO RIESGO, EMBARAZO MULTIPLE
W84|646.90|EMBARAZO DE ALTO RIESGO, POR ABORTOS MULTIPLES ANTERIORES
W84|646.90|EMBARAZO DE ALTO RIESGO, PRIMIPARA AÑOSA
W84|646.90|OTRO EMBARAZO DE ALTO RIESGO
W84|648.20|EMBARAZO DE ALTO RIESGO, ANEMIA
W84|648.90|EMBARAZO DE ALTO RIESGO, POR ENFERMEDAD PREVIA
W84|656.50|EMBARAZO DE ALTO RIESGO, RETRASO CRECIMIENTO FETAL
W84|657.00|EMBARAZO DE ALTO RIESGO, HIDRAMNIOS
W85|648.80|DIABETES GESTACIONAL (NO DM)
W91|656.40|MUERTE INTRAUTERINA
W94|675.10|ABSCESO MAMARIO PUERPERAL
W94|675.20|MASTITIS PUERPERAL
W95|648.90|OTRO PROBLEMA/ENFERMEDAD MAMARIA EN EL EMBARAZO
W99|645.20|EMBARAZO PROLONGADO
W99|646.90|OTRO PROBLEMA/ENFERMEDAD DEL EMBARAZO
W99|648.60|ARTERIOSCLEROSIS, COMPLICACION EMBARAZO/PARTO/ABORTO
W99|648.60|EMBOLISMO PULMONAR, COMPLICACION EMBARAZO/PARTO/ABORTO
W99|648.60|TROMBOFLEBITIS EN EL EMBARAZO
W99|648.90|AUMENTO EXCESIVO DE PESO EN EL EMBARAZO
W99|653.40|DESPROPORCION FETOPELVICA
W99|656.60|CRECIMIENTO FETAL EXCESIVO PARA EDAD GESTACIONAL
X01|625.9|DOLOR GENITAL FEMENINO, PELVICO, VULVAR
X02|625.3|DOLOR MENSTRUAL, DISMENORREA
X03|625.2|DOLOR A MITAD DEL CICLO MENSTRUAL
X03|625.2|DOLOR INTERMENSTRUAL, OVULACION DOLOROSA
X04|625.0|DISPAREUNIA
X04|625.0|DOLOR EN EL COITO EN LA MUJER
X04|625.1|VAGINISMO NE
X05|626.0|AMENORREA, MENSTRUACION AUSENTE
X05|626.0|RETRASO MENSTRUAL
X05|626.1|MENSTRUACION ESCASA
X05|626.1|OLIGOMENORREA
X06|626.2|MENORRAGIA
X06|626.6|MENSTRUACION EXCESIVA
X07|626.2|MENSTRUACION FRECUENTE
X07|626.2|POLIMENORREA
X07|626.4|CICLO MENSTRUAL, MENSTRUACION IRREGULAR
X08|626.5|HEMORRAGIA, SANGRADO EN LA OVULACION
X08|626.5|SANGRADO INTERMENSTRUAL
X08|626.6|METRORRAGIA
X08|626.8|SANGRADO UTERINO DISFUNCIONAL
X09|625.4|SIGNO/SINTOMA PREMENSTRUAL
X10|626.4|RETRASO, APLAZAMIENTO PROVOCADO DE LA MENSTRUACION
X11|627.3|VAGINITIS ATROFICA
X11|627.9|MENOPAUSIA
X11|627.9|SIGNO/SINTOMA MENOPAUSICO, MENOPAUSIA
X11|627.9|SINDROME MENOPAUSICO, CLIMATERICO, CLIMATERIO
X12|627.1|SANGRADO, HEMORRAGIA POSTMENOPAUSICA
X14|623.5|LEUCORREA, SECRECION, FLUJO VAGINAL EXCESIVO
X15|625.9|OTRO SIGNO/SINTOMA VAGINAL, VAGINA
X15|627.3|SEQUEDAD VAGINAL
X15|698.1|PRURITO, PICOR DE VAGINA
X16|627.3|ATROFIA GENITAL EXTERNA FEMENINA
X16|627.3|SEQUEDAD VULVAR, VULVA
X16|698.1|PRURITO, PICOR VULVA
X16|698.1|OTRO SIGNO/SINTOMA VULVAR, VULVA
X17|625.9|OTRO SIGNO/SINTOMA DE LA PELVIS FEMENINA
X18|611.71|DOLOR MAMA, MAMARIO, MASTODINIA
X19|611.72|MASA/BULTO/NODULO (MAMA FEM)
X20|611.2|FISURA DE PEZON (MAMA FEM)
X20|611.79|DISTORSION PEZON (MAMA FEM)
X20|611.79|DOLOR PEZON (MAMA FEM)
X20|611.79|ECZEMA PEZON (MAMA FEM)
X20|611.79|HEMORRAGIA, SANGRADO NC PEZON (MAMA FEM)
X20|611.79|PRURITO PEZON (MAMA FEM)
X20|611.79|RETRACCION PEZON (MAMA FEM)
X20|611.79|SECRECION DEL PEZON, TELORREA (MAMA FEM) (EXC. GALACTORREA)
