AUI|CODE|STR|ISPREF
B00049141A|U13.2|SIMPTOMA, QUEIXA, SIGNE BUFETA NC|N
B02471069A|R02.2|DISNEA. DESCARTADA EPOC|N
B00013458A|D17.1|ENCOPRESI (ORIGEN ORGANIC)|N
B00002387A|H73.3|EUSTAQUIO, TROMPA DE DISFUNCION DE LA|Y
B08755875A|D99.7|ENFERMEDAD DEL PANCREAS|N
B09094267A|K90.48|ACCIDENTE CEREBROVASCULAR( ENERO 2004)|N
B02617336A|L17.10|METATARSALGIA - IZQUIERDO/A.|N
B10024803A|K76.12|CARDIOPATIA ISQUEMICA TIPO IAM (1994)|N
B11417480A|H02.1|DISMINUCION DE LA AUDICION IZQUIERDA|N
B09314068A|X80.10|OVARICO, QUISTE (ENDOMETRIOSICOS)|N
B00014379A|D70.26|SAR       GASTROENTERITIS INFEC. INESPECIFICA|N
B11371454A|K99.1|ANEURISMA AORTICO ---   +++++++|N
B04296417A|T93.1028|>>>     HIPERCOLESTEROLEMIA PURA (COLESTEROL ALTO)    ---------|N
B11435020A|L80.12|LUXACION ROTUL|N
B00342866A|D93.2|SINDROME INTESTINO IRRITABLE :|N
B00008612A|A04.2|CANSANCIO (GENERAL). VASE DEBILIDAD|N
B04096907A|S07.3|ESCARLATINIFORME  EXANTEMA|N
B02878412A|R99.37|LARINGITIS  CRONICO|N
B11421584A|L72.9|FRACTURA-CODO|N
B01773315A|F92.8|INTERV. CATARATAS|N
B00048959A|U02.7|POLAQUIURIA*|N
B11438963A|A50.7|......................RECETAS|N
B00883041A|L13.2|CADERAS DOLOROSAS|N
B00671167A|L02.6|DOLOR MUSCULO/ESQUELETICO ESPALDA|N
B11382608A|F92.8|CATARATA OI, OPERADA|N
B00006405A|T99.51|CRISTALES, ARTRITIS POR (EXCEPTO GOTA)|N
B01551117A|L98.19|PIE PLANOS FLEXIBLES.|N
B08596224A|S86.6|ECZEMA  SEBORREICO EN CUERO CABELLUDO|N
B00029418A|L71.2|NEOPLASIA MALIGNA LLIGAMENTS|N
B02304719A|K90.48|ACV 2005|N
B02968111A|S97.1|ULCERA DE PRESION|N
B00255591A|L86.16|HERNIA NUCLEO PULPOSO NC HERNIA L4.L5.|N
B00241249A|S88.14|ECCEMA  - SUBMAMARIO|N
B11407664A|W13.3|LIGADUR A TROMPAS|N
B00164105A|D89.22|HERNIA INGUINAL NC- BILATERAL-IQ|N
B00003239A|L15.1|DOLOR RODILLA MUSCULO ESQUELETI. NC|Y
B00035293A|P19.3|:::: DEPENDENCIA DROGAS|N
B01156215A|H29.5|PRURITO (PICOR DE) OIDO IZQUIERDO|N
B04181635A|T82.8|OBESIDAD / MORBIDA|N
B01627017A|D89.16|HERNIA INGINOESCROTAL/IZDA.|N
B00099068A|D92.5|DIVERTICULOSIS  SIGMOIDEA|N
B11383455A|L01.6|CERVICALGIA'+ DORSALGIA|N
B00053425A|Y85.2|HIPERTR., HIPERTROFICO PROSTATICA (BENIGNA)............|N
B00401252A|L10.1|DOLOR CODO  IZ|N
B00017766A|F72.3|QUISTE PARPADO (ORZUELO)|N
B00738918A|R05.8|TOS SECA(AG..)|N
B08535928A|S70.5|ZOSTER, HERPES OTICO|N
B04592400A|K90.48|INFARTO CEREBRAL(1999)|N
B11367459A|D70.26|GEA (GASTROENTERITIS INFEC. INESP.)          URG|N
B11390803A|L17.3|DEDO PIE DOLOR*|N
B08852389A|D98.1014|/COLECISTECTOMIA LAPAROSCOPICA|N
B00002181A|F95.4|PSEUDOESTRABISMO|Y
B11396728A|L14.7|DOLOR DE PIERNA - IZQUIERDO|N
B11418799A|R78.6|BRONQUITIS NC /|N
B11395505A|Z04.12|VISITAR EN DOMICILIO|N
B00029881A|L76.6|FRACTURA HUMERO  DERECHO|N
B11403531A|L15.6|GONARTROSIS (I)|N
B02634360A|L02.6|DOLOR ESPALDA MUSCULO-ESQUELETICO|N
B02086488A|P24.3|DIFICULTADES DEL APRENDIZAJE|N
B03081547A|U04.7|INCONTINENCIA  FECAL Y URINARIA (NC)|N
B01793054A|D98.900|COLECISTITIS : COLELITIASIS***|N
B11411005A|A50.7|RECETAS------**|N
B00107615A|A16.12|NIÑO LLANTO (ESPASMOS DEL SOLLOZO)|N
B00020005A|H01.2|URG----OTALGIA|N
B00010356A|A78.32|FIEBRE (ESCARLATINA)|N
B11384469A|D98.8|COLELITIASIS //COLECISTECTOMIA ****     ***|N
B08783377A|B72.1|LINFOMA DE  HODGKIN, DE NC|N
B08966943A|S16.3|CONTUSION COSTAL DCHA.-|N
B02376439A|D97.8|HIGADO GRASO )|N
B11368576A|F71.1|CONJUNTIVITIS  ALERGICA (|N
B02535531A|L86.16|HERNIA DE L5 S1|N
B02999537A|F79.2|LESION EN OJO|N
B00567647A|D18.3|CAMBIOS RITMO INTESTINAL|N
B01014227A|R21.2|URG.---DOLOR GARGANTA|N
B11396604A|L14.7|DOLOR PIERN IZQ|N
B00036263A|P76.15|DEPRESION -  ANSIEDAD|N
B11365992A|B90.3|INFECCION, VIH (SIN SIDA) NC ............................|N
B08561415A|K01.11|DOLOR TORACICO INESPECIFICO ...|N
B11381888A|R74.6|CATARRO  .|N
B11382475A|S76.12|CELULITIS  DE MID|N
B11383185A|L01.7|CERVICALGIA. POSTRAUMATICA|N
B01877303A|N08.9|TEMBLOR DISTAL DE MANOS|N
B11427204A|N87.1|ENFERMEDAD PARKINSON, DE NC --- ******   ****|N
B06338144A|K76.12|IAM 2007.MARCAPASOS 2013|N
B00016815A|D98.2|LITIASIS BILIAR *|N
B09255187A|K07.5|EDEMA PIERN|N
B01842963A|L87.40|TENDINITIS NC(RODILLA).|N
B00014765A|D79.5|CUERPO EXTRAÑO EN  FARINGE|N
B01159797A|U95.1|LITIASIS RENALES|N
B01344806A|L75.4|FRACTURA CADERA DERECHO/A|N
B02457223A|A92.10|ANAFILAXIA A|N
B11382362A|N95.1|CEFALEA -TENSIONAL|N
B08592534A|L09.1|DOLOR DE BRAZO IZQ MUSCULOESQUELETICO|N
B00704802A|L91.9|RIZARTROSIS DR|N
B09104508A|L03.2|*** LUMBALGIA|N
B00042042A|R97.8|RINITIS AL·LERGICA|N
B01469627A|N08.32|TEMBLOR MMSS|N
B01880536A|D89.6|HERNIA INGUINAL INTERVEN|N
B03285129A|L92.5|PERIARTRITIS ESCAPULOHUMERAL IZQUIERDO/A|N
B00053681A|Z08.9|PROBLEMA BIENESTAR/SEG. SOCIAL/SEGUROS NC|N
B00460518A|L91.1|ARTROSIS/ DEFORMANTE|N
B01770242A|L13.202|DOLOR  EN SACRO|N
B11412624A|Z04.6|--  PROBLEMA SOCIAL|N
B00044297A|S70.-1|HERPES ZOSTER DORSAL|N
B01278346A|L87.39|TENDINITIS  DE PIE|N
B09251132A|S16.22|SABADO-CONTUSION TORACICA|N
B00021638A|H81.3|TAPON DE CERUMEN  O.I|N
B11432239A|Y04.3|INFLAMACION, PREPUCIO NC|N
B09286594A|H70.3|OTITIS EXTERNA.. (URG)|N
B04735946A|L29.1|ALTERACION   DE LA MARCHA|N
B02370253A|L08.4|DOLOR CLAVICULAR|N
B08735902A|F91.7|ASTIGMATISMO E HIPERMETROPIA+++++++++|N
B01827173A|L87.39|TENDINITIS / PIE IZDO.|N
B03033145A|S75.8|CANDIDIASIS DEL PAÑAL *|N
B00036471A|P76.15|TRASTORNO ANSIOSO- DEPRESIVO.|N
B04520411A|T90.8|DIABETES MELLITUS TIPO II(ADO)|N
B11409953A|S06.2|RASH,., LOCALIZADO|N
B02338027A|L76.4|FRACTURA COSTILLAS  6º ARCO COSTAL D|N
B04461743A|K90.49|27/6/13: AIT EMBOLIGENO RESUELTO, FACR, ERC3, INGRESO HOSP-->>RESIDENCIA3-? EDAD|N
B08542381A|F92.1009|CATARATA SENIL  OD.|N
B08680922A|K96.17|RECTORRAGIA // HEMORROIDES.|N
B02818808A|T99.78|PROBABLE    SINDROME  DE  GILBERT|N
B01854563A|D73.9|GASTROENTERITIS    AGUDA|N
B01610431A|R74.6|IRA   (INFECC. RESPIR.)->URG|N
B08797109A|D70.49|GASTRITIS /HELICOBACTER|N
B03123908A|L79.1|ESGUINCE/DISTENSION|N
B09389523A|S12.1|PICADUR AVISPA|N
B08771306A|S70.-1|HERPES ZOSTER (INTERCOSTAL DCHA.)|N
B04339072A|R97.8|RINOCONJUNTIVITIS ALERGICA,|N
B04096438A|S88.3|DERMATITIS  SOL|N
B08757718A|X07.3|MENSTRUACION FRECUENTE-|N
B02249149A|S79.30|FIBROMA BLANDO*|N
B11428541A|A03.1|FIEBRE (FEBRIL) _ URGENCIAS|N
B09180614A|A50.10|CONSULTA  RECETA|N
B00639417A|D94.1|COLITIS ULCERA|N
B09111860A|D16.9|HECES SANGRADO|N
B09270226A|R95.1|(EPOC    SEVERO|N
B10071154A|K76.12|CARDIOPATIA ISQUEMICA (I.A.M.) 25-10-13|N
B10237048A|K90.48|ACV ISQUEMICO, CAROTIDEO DCHO (ENDARTERECT. NOV.2010)|N
B02193914A|R95.6|ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA (EPOC) LEVE|N
B04671381A|F94.4|VISION DISMINUIDA.|N
B11375737A|X16.9|LIQUEN  ESCLEROSO Y ATROFICO  VULVAR|N
B00030571A|L83.11|DISTENSION, ESGUINCE:CERVICAL|N
B09025831A|K06.7|VARICULES EXTREMIDADES INFERIORES|N
B00821356A|H70.1|ECCEMA CAE DCHO.|N
B02056742A|L11.1|DOLOR MUÑECA IZDA MUSCULO ESQUELETI NC|N
B01706876A|L76.9000|FRACTURA CADERA Y HUMERO OSTEOPOROSIS|N
B02181422A|L28.3|INCAPACIDAD  ANDAR|N
B01573915A|L92.10|TENDINITIS HOMBRO - IZQUIERDO/A TENDINITIS NC|N
B09005633A|D98.1011|*** COLECISTECTOMIA|N
B04388693A|K90.48|TROMBOSIS CEREBRAL (ICTUS) CON HEMIPARESIA IZQ EN 2005|N
B00024082A|K78.19|FIBRILACION AURICULAR PAROXISTICA.INR:2-3|N
B09136629A|K90.44|, HEMORRAGIA INTRAPARENQUIMATOSA|N
B02910719A|B83.13|PURPURA TROMBOTICA TROMBOCITOPENICA|N
B08567986A|R74.3|FARINGITIS. URGENCIA.|N
B00326583A|D02.5|EPIGASTRALGIA¡|N
B08826834A|L89.1|COXARTROSIS...|N
B08964272A|S14.4|QUEMADURA (PIEL) (MANO)|N
B01904835A|L11.4|SIGNO/SINTOMA DE LA MUÑECA  DCHA|N
B03252767A|L04.2|DOLOR NC  COSTADO|N
B03296206A|B78.5|SINDROME TALASEMICO|N
B01796316A|X15.6|SANGRADOS VAGINALES|N
B11411217A|A10.1|, SANGRADO|N
B08784801A|H81.3|TAPON DE CERUMEN/BIL|N
B09122347A|A85.26|REACCION ALERGICA  FARMACO|N
B02305652A|S14.4|SABADO-QUEMADURA (PIEL)|N
B00017556A|F70.26|CONJUNTIVITIS INFECCIOSA VIRAL NC - DERECHO/A|N
B11374917A|L84.3|ARTROSIS COLUMNA .|N
B01788636A|A03.14|S FEBRIL CORTA EVOLUCION|N
B04322616A|D16.15|HECES SANGRE- RECTORRAGIA|N
B00017228A|F05.19|FEBLE, FEBLESA (GRLITZDA.) OCULAR|N
B01668800A|S18.4|LACERACION, HERIDA, PIERNA IZQUIERDA|N
B11437748A|S88.14|ECCEMA OTICO  NC|N
B02108425A|A50.8|MEDICAMENTOS. POLIMEDICADO (OCTUBRE-MAYO)|N
B00775239A|L74.15|FRACTURA FALANGES PIE - IZQ|N
B11399145A|L84.3|- ESPONDILOARTROSIS|N
B00697812A|B34.8|PRUEBA SANGUINEA BIOQUIMICA *|N
B01268989A|S78.1|LIPOMA-CUERO CABELLUDO|N
B09172997A|N17.9|***   VERTIGO|N
B00246467A|L03.10|LUMBALGIA . EMBARAZO|N
B00025655A|K89.1|ATAQUE CEREBRAL ISQUEMICO TRANSITORIO (AIT) (TIA)|N
B00001081A|D06.12|DOLOR HIPOCONDRIO NC|Y
B11421268A|X76.2|CARCINOMA DE MAMA ; CARCINOMA DE MAMA|N
B00065691A|L96.8|LUXACION DE RODILLA|N
B01098236A|L17.7|SINTOMA, QUEJA, SIGNO  (PIES)|N
B09748761A|K76.12|BY-PASS  CORONARIO  IAM 1991|N
B09119780A|L86.16|HERNIA NUCLEO PULPOSO NC L5-S1.-|N
B08985930A|S19.3|LESION NC PIEL LOCALIZADA|N
B00662703A|U70.3|PIELONEFRITIS AGUDA - DERECHO/A|N
B00042340A|R99.8|NASAL POLIPOSIS|N
B00185376A|L13.1|DOLOR CADERA MUSCULO ESQUELETI. - IZQUIERDO/A|N
B00888506A|R44.1|GRIPE. VACUNA|N
B09017876A|R81.9|NEUMONIA LINGULAS|N
B00020163A|H05.1|OTORRAGIA - DERECHO/A|N
B01212646A|U71.18|CISTITIS RECURRENTES|N
B00016340A|D92.900|ENFERMEDAD DIVERTICULAR DEL INTESTINO|N
B00033050A|N08.2|DISTONIA, ESPASMOS, MIOCLONIA, TEMBLOR, TICS NE, TETANIA|N
B00014322A|D73.10|GASTROENTERITIS.|N
B01339800A|T81.4|TIROIDES NODULOS*|N
B08781581A|Z12.9|>>>     >>>    >>>      PROBLEMA RELACION CONYUGE/PAREJA   ..............|N
B08833234A|A85.4|HIPERGLUCEMIA (INDUCIDA POR MEDICAMENTOS) HIPERGLUCEMIA|N
B08593660A|K87.4|HTA (COMPL.)-HVI*|N
B01197649A|S08.7|MANCHAS MONGOLICA|N
B11394548A|T89.4|DIABETES MELLITUS TIPO II  . ID.|N
B04907929A|F93.1|glaucoma|N
B03220103A|L17.5|DOLOR-PIE IZQUIERDO|N
B09354032A|U71.20|ITU NO  CONFIRMADA|N
B01720043A|L75.2|FRACTURA PERTROCANTEREA CADERA IZQUIERDA|N
B00966993A|T92.14|HIPERURICEMIA.(GOTA)|N
B11435068A|Y06.3|PROBLEMA PROSTATA NC/ DE|N
B05813365A|L90.1|ARTROSIS EN RODILLA IZQ.|N
B10265494A|K76.12|INFARTO DE MIOCARDIO, AGUDO (CON ESTENT DESDE 2000 APROX)|N
B00027457A|L09.2|DOLOR  BRAZO|N
B00023214A|K76.4|CARDIOPATIA ISQUEMICA  CRONICA.|N
B10964050A|K76.5|INFARTO MIOCADRDIO ANTIGUO|N
B04749982A|P17.9|DEJAR  FUMAR|N
B04630350A|F92.1007|CATARATA ; CATARATA (NE) OI|N
B11437660A|F99.26|DESPRENDIMIENTOS VITREO|N
B02333832A|L75.-1|FRACTURA CADERA //CUBITO Y RADIO|N
B01340725A|D91.4|HERNIA EPIGASTRICA.NC|N
B00014182A|D72.14|HEPATITIS B (  PASADA )|N
B01106517A|U71.5|ORINA .INFECCION|N
B00052565A|X78.18|MIOMECTOMIA|N
B01498265A|L10.1|DOLOR CODO  DERECHO/A|N
B00050268A|W01.8|AMENORREA (SOSPECHA DE EMBARAZO)- EMBARAZO|N
B11427451A|L87.38|TENDINITIS NC MUÑECA DRCHA.|N
B00787693A|A81.11|TRAUMATISMO DE LOS DEDOS DE LA MANO|N
B00465775A|D72.9|HEPATITIS VIRUS B.PORTADOR CRONICO|N
B00035724A|P58.1|PSIQUIATRIC, CONSELL|N
B07754971A|K90.48|ICTUS ACM DRCHA , PROBABLE MARZO 14|N
B00020763A|H71.2|OTITIS MEDIA (AGUDA) - DERECHO/A/|N
B00048807A|D99.35|INTOLERANCIA   LACTOSA|N
B08930703A|D06.3|DOLOR ABDOMINAL LOCALIZ.|N
B11371564A|K74.9|ANGINA DE PECHO **|N
B00012759A|D01.33|RAMPA D' ESTOMAC|N
B00368299A|X11.2|AMENORREA- MENOPAUSIA|N
B02907767A|S98.9|URTICARIA NC (CRONICA IDIOPATICA)|N
B08955949A|W01.7|AMENORREA - SOSPECHA DE EMBARAZO|N
B02416739A|S16.1|URG- GOLPE (SUPERFICIE INTACTA) NC|N
B00008809A|A09.1|EXCES (EXCESSIU) SUDORACIO|N
B00641690A|F03.13|LAGRIMEO EXCESIVO -|N
B00859191A|X76.5|CARCINOMA IN SITU DE  MAMA|N
B03245585A|A29.9999|DE  PROBLEMA NC|N
B02488982A|U71.5|INFECCION TRACTO URINARIO FEBRIL|N
B00019015A|F92.10|CATARATA SENIL( IQ)|N
B01806987A|L08.1|ESCAPULA DOLOROSA|N
B01600023A|F04.4|MOSCAS VOLANTES, FLOTANTES, OJO - AMBOS/AS  ---|N
B11370145A|P70.1|ENFERMEDAD ALZHEIMER NC ***************|N
B01981814A|S88.1|DERMATITIS DE CONTACTO, NC|N
B11362952A|T90.8|DIABETES MELLITUS TIPO 2( ADO)|N
B08873067A|Y73.6|SINDROME  PROSTATA|N
B02022687A|L17.7|SINTOMA, QUEJA, SIGNO PIE NC -IZQUIERDO|N
B09123841A|R96.19|ASMA/MODERADO|N
B11390910A|X18.1|MASTODINIA - DERECHO/A -|N
B04495629A|H71.2|OTITIS MEDIA AGUDA NE - IZQUIERDO/A EN URG|N
B02480260A|L02.5|DOLOR DORSAL,DORSALGIA|N
B11377215A|D84.12|ESOFAGO, DE BARRET.|N
B11276633A|K76.12|INFARTO MIOCARDIO 2013|N
B11373799A|K87.4|HTA (COMPL.) , HVI|N
B11414174A|Y77.3|ADENOC  DE PROSTATA|N
B00827135A|D97.18|HEPATITIS CRONICO|N
B07607836A|K90.48|- NO HTA, DM, DLP, ACV, CI, 2003|N
B11415585A|S23.3|--  ALOPECIA ANDROGENICA|N
B04203842A|K90.48|ACCIDENTE CEREBROVASCULAR Y OTRO 2015.|N
B02100648A|T81.9|BOCIO, NC NODULAR NORMOFUNCIONANTE|N
B00020742A|H71.2|OTITIS MEDIA (AGUDA)  IZDA|N
B11402533A|L87.1|GANGLION (MUÑECA IZDA|N
B04434563A|L02.5|DOLORES DORSALES.|N
B00988016A|R81.5|NEUMONIAS BACTERIANAS BILATERALES|N
B04189767A|U71.10|INFECCION, URINARIAN|N
B00054309A|A91.46|HIPERFOSFATASEMIA|N
B01466428A|L76.26|FX SACRO|N
B08760011A|F92.8|CATARATA OI/INTERVENIDO|N
B11418190A|L84.29|ARTROSIS LUMBAR DE COLUMNA|N
B11363515A|U99.17|INSUFICIENCIA RENAL CRONIC ESTADIO 3A|N
B02602241A|F72.7|BLEFAROCONJUNTIVITIS.-|N
B11395758A|L17.5|DOLOR   EN  PIES|N
B01604831A|L16.3|INFLAMACION TOBILLO, OSTEOMUSCULAR - DCHO|N
B09047080A|L02.5|COLUMNA VERTEBRAL DOLOR|N
B02826908A|A77.3|VIRIASIS NC+ HRB|N
B08544771A|A92.34|ALERGIA/GRAMINEAS|N
B00586445A|N90.1|CEFALEA EN RACIMOS.|N
B09307970A|A76.8|SINDROME PIE/MANO/BOCA|N
B09170310A|A92.25|ALERGIA EDEMA)|N
B11422100A|A97.1|CONSULTA SIN ENFERMEDAD ;;;;    >>>>>|N
B01451740A|L13.2|DOLOR   EN   COXIS|N
B01529156A|L77.1|ESGUINCE TOBILLO (D)|N
B01293928A|L96.16|LESION MENISCO (RODILLA DCHA.) MEDIAL NC|N
B00044686A|S77.1|CARCINOMA  BASOCELULAR|N
B00020014A|H01.2|URG. OTALGIA|N
B00052858A|X99.20|OVARIC, QUIST (BENIGNE)|N
B11376489A|K84.56|MARCAPASO POR BLOQUEO  AURICULOVENTRICULAR|N
B02946965A|H81.3|, TAPON DE CERUMEN BILATERAL|N
B00027507A|L09.2|DOLOR NC BRAZO ,|N
B02167887A|S88.11|DERMATITIS  MANO.|N
B00027170A|L08.1|DOLOR   HOMBRO|N
B00107828A|H01.2|OTALGIA DERECHA-|N
B00029844A|L76.3|FRACTURA DE CLAVICULA,|N
B02376132A|L87.38|TENDINITIS NE MUÑECA.|N
B01669753A|R80.1|GRIP ,BRONQUITIS A|N
B00001043A|D01.7|ABDOMEN DOLOR GENERALIZADO|N
B00022116A|H85.2|SOROLL, PERDUA D'AUDICIO INDUIDA PER|N
B00040007A|R76.5|AMIGDALITIS.|N
B00015822A|D89.6|HERNIA INGUINAL .INTERVENIDA|N
B08907267A|H70.4|FORUNCULO DEL CONDUCTO AUDITIVO  EXTERNO DCHO|N
B11384318A|D75.1|NEOPLASIA MALIGNA  DE COLON. METASTASIS HEPATICAS|N
B11370327A|L93.5|EPICONDILITIS - AMBOS/AS EPICONDILITIS|N
B09332362A|D99.3|CELIACA, ENFERMEDAD ***|N
B06255802A|K76.12|IAM ANTEROLATERAL 2002.|N
B11415568A|A85.14|¡ALERGIA A PENICILINA !|N
B00050014A|U98.10|LEUCOCITURIA (...)|N
B00673158A|A62.5|CONSULTA  A LA QUE NO ACUDE|N
B00002927A|K87.9|HIPERTEN., HIPERTENSIVO MALIGNA|N
B04520331A|D82.1|URG..FLEMON DENTAL|N
B07532101A|R74.6|CVA. URG.|N
B01011315A|R74.6|URG CVA|N
B08567862A|D97.29|HEPATITIS AUTOINMUNE / CRONICA ACTIVA|N
B11432479A|S82.2|MULTIPLES   NEVUS|N
B03065849A|U77.1|OTRAS NEOPLASIAS MALIGNAS|N
B08649657A|P70.10|DEMENCIA.  MIXTA|N
B11416203A|P74.3|ANSIEDAD .CRISIS DE ANSIEDAD.|N
B00052772A|X88.2|MASTOPATIA FIBROQUISTICA .|N
B09317255A|X12.4|METRORRAGIA POSTMENOPAUSICA.-|N
B00010317A|A78.10|MICOSIS NC.|N
B11432012A|T92.4|GOTA +|N
B00008807A|A08.1|INFLAMACION, NC|N
B00004417A|P06.17|SOMNOLENCIA|Y
B04078162A|N08.5|TEMBLOR ESENCIAL NO DISCAPACITANTE, VALORADO POR NL|N
B00022960A|K74.180|ANGOR  HEMODINAMICO|N
B10347168A|K76.12|IAM 1996 ALTA EN CARDIOLOGIA 2005|N
B02521595A|D09.3|NAUSEAS Y VOMITOS ,|N
B02244727A|Y05.8|BULTO  TESTICULAR NC|N
B02492096A|K78.4|FLUTER FIBRILACION|N
B04209918A|S99.1|ROSACEA NC|N
B03288570A|L04.2|DOLOR COSTADO DR|N
B04588973A|K75.1|INFARTO DE MIOCARDIO, AGUDO .|N
B11431796A|L92.10|TENDINITIS NC/HOMBRO IZQ|N
B02641567A|K95.6|INSUFICIENCIA VENOSA CRONICO EN EEII|N
B08788047A|S16.2|UA HEMATOMA SUBUNGUEAL|N
B04249739A|H71.2|OTITIS MEDIA AGUDA IZDA (OMA)|N
B02657812A|U99.10|INSUFICIENCIA RENAL CRONICA.........|N
B00056743A|D20.30|LESION DE LABIO|N
B00017512A|F39.8|TEST, PROVA, METODE DIAGN. VISUAL AGUDESA|N
B02929810A|L78.1|DISTENSION ESGUINCE NC RODILLA DERECHA|N
B00562019A|T89.5|DIABETES TIPO I -->  INSULINA|N
B09096782A|D01.5|ABDOMEN DOLOR ----URG|N
B11431755A|D16.9|SANGRE EN HECES  (-)|N
B00031347A|L87.32|TENDINITIS DE ADDUCTORES.|N
B08969592A|T85.4|HIPERTIROIDISMO **|N
B09402041A|K01.13|DOLOR TORAX, MUSCULAR.|Y
B00504646A|S98.2|URTICARIA ==  URG|N
B08656765A|F72.11|ECCEMA NC / PALPEBRAL|N
B02106746A|H71.5|SABADO- OTITIS MEDIA (AGUDA) SUPURADA  INESPECIFICA|N
B01915568A|S97.2|NC ULCERA|N
B00976881A|S12.6|PICADURA , MEDUSA|N
B04153850A|L04.9|.DOLOR TORAX|N
B11409735A|L03.12|LUMBALGIA / TRAUMATISMO|N
B00022295A|K01.1|DOLOR TORAX CARDIACO NC|Y
B09246350A|L75.4|FX CADERA IZDA, OSTEOSINTESIS.|N
B08610798A|X19.1|MAMA BULTO -MAMA IZDA|N
B09355145A|R96.4|RINITIS ALERGICA CON ASMA ALERGICO|N
B09098380A|D89.20|HERNIA INGUINAL NC HERNIA INGUINAL IZQUIERDA|N
B04686111A|D40.2|, COLONOSCOPIA|N
B09072456A|A23.5|TUBERCULOSIS(CONTACTO).|N
B11384161A|D75.1|NEOPLASIA MALIGNA COLON *********|N
B00720887A|U14.3|COLICO RENAL IZQ ; COLICO RENAL|N
B04595283A|D72.11|HEPATITIS CRONICA   B|N
B03185237A|L76.4|FRACTURA COSTILLAS VOLET COSTAL|N
B08610323A|F85.6|ULCERA, ULCERACION CORNEAL IZDA ; ULCERA CORNEAL|N
B11408192A|T99.48|OSTEOMALACIA.|N
B11389273A|T91.14|DEFICIENCIA VITAMINICA  VIT.D|N
B00036991A|R05.1|TOS, EXPECTORACION ----|N
B00028147A|L15.1|DOLOR GENOLL MUSCUL-ESQUELETIC NC|N
B00057783A|Z20.10|SEPARACION DE MATRIMONIO|N
B01880138A|S12.1|VIERNES PICADURA (INSECTO)|N
B04742209A|H71.2|OMA OTITIS MEDIA AGUDA  OD|N
B09281998A|L76.6|FRACTURA HUMEROS|N
B11429190A|K94.10|FLEBITIS TROMBOFLEBITIS SUPERFICIAL|N
B02060338A|L87.30|TENDINITIS DE QUERVAIN , MANO DCHA|N
B11382604A|K90.18|HEMORRAGIAS CEREBRAL|N
B04293342A|S04.7|QUISTE PIEL'|N
B02285433A|K81.1|SOPLO CARDIACO NE---------------------------------------|N
B09115303A|L88.7|ARTRITIS REUMATOIDE. SERONEGATIVA|N
B02066561A|L87.38|TENDINITIS  MUÑECA DERECHA|N
B11437721A|L08.1|DOLOR HOMBRO NC, IZQ|N
B11385911A|S16.14|CONTUSION (MANO DCHA)|N
B00040847A|R81.5|NEUMONIA BACTERIANA ./PROB.)|N
B11421146A|R84.2|CANCER PULMON ***************|N
B00377072A|L72.3|FRACTURA DEL RADIO DERECHO|N
B01996022A|R06.1|EPISTAXIS, HEMORRAGIA NASAL, SANGRADO  -----------|N
B01405443A|L13.2|DOLOR CADERA IZDA,|N
B11388943A|A01.1|DOLOR DE CUERPO GENERALIZADO  ; DOLOR GENERALIZADO|N
B11390230A|L12.3|DOLOR DEDO  MANO IZQD|N
B00073695A|Z24.3|PROBLEMAS SOCIALES EN RELACION A CONFLICTOS SEXUALES|N
B01387905A|K76.5|IAM ANTIGUO HACE 1 AÑO|N
B00463291A|D19.2|DOLOR NC MUELA|N
B01011549A|T90.9|*********DIABETES MELLITUS DM TIPO 2|N
B05143077A|K90.48|INFARTO SILVIANO (1984) - DISARTRIA|N
B02345105A|H71.2|OMA  - IZQUIERDO/A|N
B04196221A|A91.13|HIPERGLUCEMIA SIN DIABETES:|N
B11430243A|K88.1|HIPOTENSION (POSTURAL) ---HIPOTENSION|N
B00749208A|L92.11|TENDINITIS DEL SUPRAESPINOSO DERECHO/A|N
B00030056A|L77.1|DISTENSION, ESGUINCE NC TOBILLO(S DERECHO)|N
B01166172A|L98.6|HALLUX VALGUS -IZQUIERDO|N
B03039908A|F72.19|QUISTE PALPEBRAL.|N
B04894578A|K76.12|IAM (2003)|N
B01404933A|L15.2|DOLOR DE LA RODILLA - IZQUIERDO/A|N
B08756258A|L77.1|DISTENSION -  ESGUINCE  TOBILLO IZDO|N
B00011969A|B73.4|LEUCEMIA MIELOIDE AGUDA|Y
B04799641A|K76.12|IAM NO Q VD Y AD 2015|N
B02326053A|S18.4|URG---CORTE (HERIDA)|N
B11397857A|L08.1|DOLOR HOMBRO IZ. NC|N
B08704283A|U78.6|ADENOMAS  RENALES|N
B00034821A|P15.13|BEBEDOR DE RIESGO|Y
B08905292A|K85.9|HTA ("BATA BLANCA")|N
B08780545A|S88.32|ECCEMA /DISHIDROTICO|N
B11430110A|L98.10|GENU   VARO|N
B05302930A|K76.12|CARDIOPA ISQUEMICA IAM NO Q STENT  2005|N
B00042631A|S08.3|PALIDESA|N
B10292921A|K76.5|CEFALEA NO ESPECIFICADA/TAC PEQUEÑO INFARTO ANTIGUO|N
B02580344A|S70.-1|HERP. ZOSTER ABDOMINAL|N
B11399024A|S06.6|ERITEMA. .|N
B02250613A|A80.7|ACCIDENTE LABORAL..|N
B00017464A|F29.1|AL.LERGIC OCULAR|N
