cie9_no_dot,ccs_code,ccs_label,ccs_code_lvl1,ccs_label_lvl1,ccs_code_lvl2,ccs_label_lvl2,ccs_code_lvl3,ccs_label_lvl3,ccs_code_lvl4,ccs_label_lvl4,ccs_epichron_label,ccs_vih_label,ccs_epichron_code
V2381,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother [195.],11.6.8,Other and unspecified complications of birth; puerperium affecting management of moth,,,Other complications of birth; puerperium affecting management of mother,Other complications of birth; puerperium affecting management of mother,195
V2382,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother [195.],11.6.8,Other and unspecified complications of birth; puerperium affecting management of moth,,,Other complications of birth; puerperium affecting management of mother,Other complications of birth; puerperium affecting management of mother,195
V2382,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother [195.],11.6.8,Other and unspecified complications of birth; puerperium affecting management of moth,,,Other complications of birth; puerperium affecting management of mother,Other complications of birth; puerperium affecting management of mother,195
V2383,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother [195.],11.6.8,Other and unspecified complications of birth; puerperium affecting management of moth,,,Other complications of birth; puerperium affecting management of mother,Other complications of birth; puerperium affecting management of mother,195
V2384,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother [195.],11.6.8,Other and unspecified complications of birth; puerperium affecting management of moth,,,Other complications of birth; puerperium affecting management of mother,Other complications of birth; puerperium affecting management of mother,195
V2385,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother [195.],11.6.8,Other and unspecified complications of birth; puerperium affecting management of moth,,,Other complications of birth; puerperium affecting management of mother,Other complications of birth; puerperium affecting management of mother,195
V2386,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother [195.],11.6.8,Other and unspecified complications of birth; puerperium affecting management of moth,,,Other complications of birth; puerperium affecting management of mother,Other complications of birth; puerperium affecting management of mother,195
V2389,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother [195.],11.6.8,Other and unspecified complications of birth; puerperium affecting management of moth,,,Other complications of birth; puerperium affecting management of mother,Other complications of birth; puerperium affecting management of mother,195
V239,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother [195.],11.6.8,Other and unspecified complications of birth; puerperium affecting management of moth,,,Other complications of birth; puerperium affecting management of mother,Other complications of birth; puerperium affecting management of mother,195
650,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.1,Normal delivery,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
65100,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
65101,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
65110,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
65111,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
65120,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
65121,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
65170,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
65171,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
65173,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
65180,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
65181,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
65190,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
65191,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V220,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.3,Outcome of delivery (V codes),,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V221,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.3,Outcome of delivery (V codes),,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V222,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.3,Outcome of delivery (V codes),,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V240,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.3,Outcome of delivery (V codes),,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V241,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.3,Outcome of delivery (V codes),,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V242,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.3,Outcome of delivery (V codes),,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V270,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.3,Outcome of delivery (V codes),,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V724,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.3,Outcome of delivery (V codes),,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V7242,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.3,Outcome of delivery (V codes),,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V9100,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V9101,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V9102,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V9103,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V9109,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V9110,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V9111,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V9112,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V9119,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V9120,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V9121,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V9122,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V9129,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V9190,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V9191,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V9192,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
V9199,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery [196.],11.7.2,Multiple gestation,,,Other pregnancy and delivery including normal,Other pregnancy and delivery including normal,196
0201,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
0210,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
0220,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
0311,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,HIV-related disease,3000
03285,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
035,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
0390,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6800,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6801,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6802,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6803,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6804,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6805,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6806,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6807,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6808,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6809,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
68100,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.1,Cellulitis and abscess,12.1.1.1,Cellulitis and abscess of fingers and toes,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
68101,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.1,Cellulitis and abscess,12.1.1.1,Cellulitis and abscess of fingers and toes,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
68102,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.1,Cellulitis and abscess,12.1.1.1,Cellulitis and abscess of fingers and toes,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
68110,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.1,Cellulitis and abscess,12.1.1.1,Cellulitis and abscess of fingers and toes,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
68111,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.1,Cellulitis and abscess,12.1.1.1,Cellulitis and abscess of fingers and toes,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6819,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.1,Cellulitis and abscess,12.1.1.1,Cellulitis and abscess of fingers and toes,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6820,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.1,Cellulitis and abscess,12.1.1.2,Cellulitis and abscess of face,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6821,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.1,Cellulitis and abscess,12.1.1.7,Other cellulitis and abscess,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6822,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.1,Cellulitis and abscess,12.1.1.7,Other cellulitis and abscess,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6823,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.1,Cellulitis and abscess,12.1.1.3,Cellulitis and abscess of arm,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6824,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.1,Cellulitis and abscess,12.1.1.4,Cellulitis and abscess of hand,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6825,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.1,Cellulitis and abscess,12.1.1.7,Other cellulitis and abscess,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6826,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.1,Cellulitis and abscess,12.1.1.5,Cellulitis and abscess of leg,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6827,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.1,Cellulitis and abscess,12.1.1.6,Cellulitis and abscess of foot,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6828,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.1,Cellulitis and abscess,12.1.1.7,Other cellulitis and abscess,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6829,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.1,Cellulitis and abscess,12.1.1.7,Other cellulitis and abscess,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
684,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6850,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6851,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6860,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
68600,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.1,Cellulitis and abscess,12.1.1.7,Other cellulitis and abscess,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
68601,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.1,Cellulitis and abscess,12.1.1.7,Other cellulitis and abscess,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
68609,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.1,Cellulitis and abscess,12.1.1.7,Other cellulitis and abscess,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6861,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6868,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
6869,197,Skin and subcutaneous tissue infections,12,Diseases of the skin and subcutaneous tissue,12.1,Skin and subcutaneous tissue infections [197.],12.1.2,Other skin and subcutaneous infections,,,Skin and subcutaneous tissue infections,Skin and subcutaneous tissue infections,197
690,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
69010,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
69011,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
69012,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
69018,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
6908,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
69276,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
69277,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
6940,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
6941,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
6942,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
6943,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
6944,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
6945,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
69460,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
69461,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
6948,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
6949,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
6950,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
6951,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
69510,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
69511,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
69512,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
69513,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
69514,198,Other inflammatory condition of skin,12,Diseases of the skin and subcutaneous tissue,12.2,Other inflammatory condition of skin [198.],,,,,Psoriasis and other inflammatory,Psoriasis and other inflammatory,198
