ccs_epichron_label,n_positive_total,n_positive_ctl,n_positive_hiv,n_negative_total,n_negative_ctl,n_negative_hiv,OR,lb,ub,p_value,p_05
Hearing_loss_and_other_ear_and_sense_organ_disorders,290,184,106,2409,1605,804,1.15,0.892,1.482,0.28,FALSE
Heart_valve_disorders,58,34,24,2641,1755,886,1.398,0.824,2.372,0.214,FALSE
Hepatic_steatosis_and_other_liver_diseases,116,74,42,2583,1715,868,1.121,0.761,1.652,0.562,FALSE
Hepatitis,53,11,42,2646,1778,868,7.821,4.008,15.264,0,TRUE
Hyperparathyroidism_and_other_endocrine_disorders,20,10,10,2679,1779,900,1.977,0.82,4.766,0.129,FALSE
Hyperplasia_of_prostate,424,299,125,2275,1490,785,0.794,0.633,0.995,0.045,TRUE
Hypertension,1314,896,418,1385,893,492,0.847,0.722,0.994,0.042,TRUE
Immunity_disorders,11,5,6,2688,1784,904,2.368,0.721,7.78,0.155,FALSE
Infective_arthritis_and_osteomyelitis__except_that_caused_by_tuberculosis_or_sexually_transmitted_disease_,9,3,6,2690,1786,904,3.951,0.986,15.836,0.052,FALSE
Inflammatory_conditions_of_male_genital_organs,85,51,34,2614,1738,876,1.323,0.851,2.057,0.214,FALSE
Irritable_bowel_and_other_GI_disorders,48,27,21,2651,1762,889,1.542,0.867,2.742,0.141,FALSE
Ischemic_heart_disease,278,146,132,2421,1643,778,1.909,1.486,2.453,0,TRUE
Joint_disorders_and_dislocations__trauma-related,19,14,5,2680,1775,905,0.7,0.252,1.951,0.496,FALSE
Menieres_disease,5,4,1,2694,1785,909,0.491,0.055,4.398,0.525,FALSE
Miscellaneous_mental_health_disorders,52,34,18,2647,1755,892,1.042,0.585,1.855,0.89,FALSE
Myodesopsia_and_other_eye_disorders,72,45,27,2627,1744,883,1.185,0.73,1.923,0.492,FALSE
Neoplasms,335,208,127,2364,1581,783,1.233,0.973,1.562,0.083,FALSE
Nephritis__nephrosis__renal_sclerosis,4,2,2,2695,1787,908,1.968,0.277,13.994,0.499,FALSE
Nervous_system_congenital_anomalies,5,2,3,2694,1787,907,2.955,0.493,17.717,0.236,FALSE
Neuropathy_and_other_nervous_system_disorders,88,50,38,2611,1739,872,1.516,0.986,2.329,0.058,FALSE
Nutritional_deficiencies,6,3,3,2693,1786,907,1.969,0.397,9.776,0.407,FALSE
Obesity,288,201,87,2411,1588,823,0.835,0.641,1.089,0.183,FALSE
Obstructive_Sleep_apnea,106,69,37,2593,1720,873,1.056,0.703,1.588,0.792,FALSE
Osteoarthritis,425,279,146,2274,1510,764,1.034,0.831,1.287,0.762,FALSE
Osteoporosis,67,33,34,2632,1756,876,2.065,1.271,3.357,0.003,TRUE
Other_acquired_deformities,22,17,5,2677,1772,905,0.576,0.212,1.566,0.28,FALSE
Other_and_ill-defined_cerebrovascular_disease,6,5,1,2693,1784,909,0.393,0.046,3.364,0.394,FALSE
Other_and_ill-defined_heart_disease,13,11,2,2686,1778,908,0.356,0.079,1.609,0.18,FALSE
Other_bone_disease_and_musculoskeletal_deformities,13,6,7,2686,1783,903,2.304,0.772,6.875,0.135,FALSE
Other_circulatory_disease,54,31,23,2645,1758,887,1.47,0.852,2.537,0.166,FALSE
Other_congenital_anomalies,10,5,5,2689,1784,905,1.971,0.569,6.826,0.284,FALSE
Other_diseases_of_bladder_and_urethra,10,6,4,2689,1783,906,1.312,0.369,4.661,0.675,FALSE
Other_diseases_of_veins_and_lymphatics,7,5,2,2692,1784,908,0.786,0.152,4.057,0.774,FALSE
Other_hematologic_conditions,14,2,12,2685,1787,898,11.94,2.667,53.459,0.001,TRUE
Other_infections__including_parasitic,3,1,2,2696,1788,908,3.938,0.357,43.49,0.263,FALSE
Other_lower_respiratory_disease,9,4,5,2690,1785,905,2.465,0.66,9.204,0.179,FALSE
Other_male_genital_disorders,106,65,41,2593,1724,869,1.251,0.839,1.866,0.271,FALSE
Other_microcrystalline_arthritis,19,12,7,2680,1777,903,1.148,0.45,2.925,0.773,FALSE
Other_non-traumatic_joint_disorders,65,40,25,2634,1749,885,1.235,0.745,2.049,0.413,FALSE
Other_nutritional__endocrine__and_metabolic_disorders,70,49,21,2629,1740,889,0.839,0.5,1.407,0.506,FALSE
Pancreatic_disorders__not_diabetes_,29,15,14,2670,1774,896,1.848,0.888,3.845,0.1,FALSE
Paralysis,31,19,12,2668,1770,898,1.245,0.602,2.576,0.555,FALSE
Parkinson_s_disease,32,24,8,2667,1765,902,0.652,0.292,1.458,0.298,FALSE
Peri-__endo-__and_myocarditis__cardiomyopathy__except_that_caused_by_tuberculosis_or_sexually_transmitted_disease_,36,23,13,2663,1766,897,1.113,0.561,2.207,0.76,FALSE
Peripheral_and_visceral_atherosclerosis,121,60,61,2578,1729,849,2.07,1.436,2.985,0,TRUE
Personality_disorders,12,6,6,2687,1783,904,1.972,0.634,6.133,0.241,FALSE
Polymyalgia_rheumatica,14,10,4,2685,1779,906,0.785,0.246,2.511,0.684,FALSE
Psoriasis_and_other_inflammatory,113,76,37,2586,1713,873,0.955,0.64,1.427,0.823,FALSE
Pulmonary_heart_disease,4,2,2,2695,1787,908,1.968,0.277,13.994,0.499,FALSE
Regional_enteritis_and_ulcerative_colitis,12,8,4,2687,1781,906,0.983,0.295,3.273,0.978,FALSE
Restless_leg_syndrome_and_other_nervous_system_conditions,23,14,9,2676,1775,901,1.266,0.546,2.937,0.582,FALSE
Retinal_detachments__defects__vascular_occlusion__and_retinopathy,69,44,25,2630,1745,885,1.12,0.681,1.842,0.654,FALSE
Rheumatoid_arthritis_and_related_disease,26,16,10,2673,1773,900,1.231,0.556,2.724,0.608,FALSE
Schizophrenia_and_other_psychotic_disorders,24,16,8,2675,1773,902,0.983,0.419,2.305,0.968,FALSE
Sexual_disorders,152,89,63,2547,1700,847,1.421,1.018,1.982,0.039,TRUE
Sleeping_disorders,6,5,1,2693,1784,909,0.393,0.046,3.364,0.394,FALSE
Spondylosis__intervertebral_disc_disorders__other_back_problems,258,169,89,2441,1620,821,1.039,0.793,1.361,0.781,FALSE
Systemic_lupus_erythematosus_and_connective_tissue_disorders,4,3,1,2695,1786,909,0.655,0.068,6.305,0.714,FALSE
Thalassemia_and_other_anemia,12,4,8,2687,1785,902,3.958,1.189,13.176,0.025,TRUE
Thyroid_disorders,194,135,59,2505,1654,851,0.849,0.619,1.166,0.313,FALSE
Tongue_tie_an_other_digestive_congenital_anomalies,2,1,1,2697,1788,909,1.967,0.123,31.483,0.633,FALSE
Transient_cerebral_ischemia,84,52,32,2615,1737,878,1.217,0.778,1.905,0.389,FALSE
Urinary_incontinence,284,192,92,2415,1597,818,0.935,0.72,1.216,0.618,FALSE
Urinary_tract_infections,5,2,3,2694,1787,907,2.955,0.493,17.717,0.236,FALSE
Viral_infection,5,1,4,2694,1788,906,7.894,0.881,70.73,0.065,FALSE
Vision_defects,215,142,73,2484,1647,837,1.012,0.754,1.358,0.939,FALSE
